start	end	text
8455920	8456920	Okay.
8456920	8457920	Okay.
8457920	8462920	I find that by providing some simple fidget toys, this is another universal
8462920	8465920	design thing, for them to play with.
8465920	8466920	Guess what?
8466920	8469920	They're not playing.
8469920	8471920	Their phone.
8471920	8472920	Okay.
8472920	8477920	So I provide fidget toys for them to, to sit there and fidget with while
8477920	8482920	they are, while they're listening to lectures and doing stuff.
8482920	8485920	And I actually do find that at times.
8485920	8490920	The only thing else I do is I feed them.
8490920	8492920	What do I mean by I feed them?
8492920	8494920	I use Jolly Ranchers.
8494920	8497920	My coworker, Ryan, he uses Dumb Dumb Suckers.
8497920	8502920	But when my personal children were in elementary school, I remember one of my
8502920	8507920	kids coming home one day talking about state testing since they were giving
8507920	8511920	them like either gum to chew or like candy to suck on while they were doing
8511920	8514920	their state testing to help them focus.
8514920	8521920	But if they're doing this with elementary school kids and it works, what
8521920	8523920	about college students?
8523920	8524920	Right?
8524920	8529920	So I buy Jolly Ranchers, buy the bulk off of the Amazon, and I keep
8529920	8533920	handfuls of Jolly Ranchers with the fidget toys on the tables.
8533920	8534920	So same thing.
8534920	8538920	If they want something to suck on, help them focus or whatever, they can come
8538920	8542920	in and they can have a Jolly Rancher or they can get a Dumb Dumb from Ryan.
8542920	8546920	I know it kind of sounds silly, but you'd be amazed.
8546920	8548920	No, no it doesn't.
8548920	8554920	I had a middle school teacher that did something similar in social studies class
8554920	8561920	except she would give us notes when we did reviews for tests and then again when
8561920	8566920	we did the actual test and there is a link between taste and remembering things
8566920	8568920	very strongly.
8568920	8573920	If you have that, it's just like a very good trigger.
8573920	8575920	So I used to miss it.
8575920	8576920	Yeah.
8576920	8581920	So I mean, I know those little things work, right?
8581920	8588920	I know as an adult, I've been to some bigger sessions for organizations or
8588920	8594920	different things I've been involved with and they provided adult fidget toys to
8594920	8597920	help concentrate and stuff.
8597920	8603920	So it's again, just little things to think about that you can do that really
8603920	8607920	sometimes helps those students focus.
8607920	8611920	Now, I don't know, maybe medical lab tech, you might not want food because maybe
8611920	8615920	they can't have food in the lab and stuff, but I mean are there certain other
8615920	8618920	things that you can do to really help those students focus?
8618920	8621920	And that's what universal design is really about.
8621920	8626920	Focusing on cognitive load, helping, working on communication.
8626920	8632920	Sometimes in Landmark, they talked about how basically they talk to their
8632920	8638920	students that it's okay to walk out of a classroom.
8638920	8644920	Like if a student is feeling overwhelmed, they need to kind of reset their mind,
8644920	8648920	reset their cognitive load, the student needs to stand up and walk out of class
8648920	8652920	and kind of gather themselves and then come back, like that's okay.
8652920	8659920	And so I encourage you, those of you that are new, as you're building your
8659920	8664920	professional development plans and stuff for next year and the future, I really
8664920	8670920	encourage you to maybe do some studying, some learning about universal design.
8670920	8680920	Chris Bowers on campus in the Knox is our go-to person about UDL, but Betsy
8680920	8686920	Tollefson, I think this is supposed to be Betsy Tollefson, was also one of the
8686920	8690920	core people when the college really did this.
8690920	8697920	And so you will see all these resources here regarding universal design.
8698920	8705920	Okay, any questions on universal design or anything?
8705920	8714920	All right, I'm going to go ahead and move right into sometimes, where's my color?
8714920	8720920	Okay, so I want you to think, I'm not going to have you share again just because
8720920	8726920	I'm trying to push here today, really think about is there one little thing
8726920	8730920	that you can do this semester from the universal design aspect to incorporate
8730920	8735920	it into your classroom, whether it be fidget toys, maybe it's you're going to
8735920	8739920	switch the layout of your school to be more clear.
8739920	8745920	Maybe it's just something as simple as using a rubric or two on there to really
8745920	8748920	try to figure things out, okay?
8748920	8754920	Any questions or comments on universal design?
8754920	8757920	Okay, we're going to push through.
8757920	8766920	We're going to get into the last area for this morning, and that is using data to
8766920	8778920	inform decision making, using data to inform decision making about the teaching
8778920	8781920	and learning processes, okay?
8781920	8787920	So, data drives the decisions the college makes.
8787920	8793920	Everything we do here at the college goes back to some type of data, and
8793920	8798920	hopefully those of you that have been adjuncts really aren't involved in IVP and
8798920	8804920	don't always see the data side as much as full-time instructors, but I know
8804920	8810920	Lauren has been involved with this, and Kylie, you're going to get involved, and
8810920	8815920	Austin, you've been involved a little bit, Megan, you're tweaking on it on how
8815920	8817920	we use this data.
8817920	8824920	And so, the data that we get should have an impact on the changes you make to
8824920	8827920	your programs and to your courses, okay?
8827920	8835920	So, really when we're analyzing assessment, well, everyone did horrible on
8835920	8837920	that assessment, okay?
8837920	8843920	Well, yeah, I've got the data here to show that they averaged 60%, right?
8843920	8844920	That's bad, right?
8844920	8845920	We obviously don't want that.
8845920	8848920	You know, so what am I going to do to change that?
8848920	8852920	And so, then you reflect and you implement and you make changes, and we have a
8852920	8857920	system designed here on campus to really help that.
8857920	8861920	So, as you can see here, this is, you will see this on the assessment page on the
8861920	8862920	hub.
8862920	8868920	You'll see this hanging in various offices, but this is our culture of assessment
8868920	8875920	here on campus, and as you can see when you look at these, it impacts, we assess
8875920	8880920	the co-curriculars and the knowledge core abilities.
8880920	8887920	I believe that's, we do that through assessing our student employees on campus
8887920	8892920	and working with students that are assessing students at clubs.
8892920	8897920	The student level, we assess what's going on inside the classroom.
8897920	8904920	Faculty level, we have a support day in January to help you.
8904920	8907920	Course level, these are the course assessments.
8907920	8910920	We're going to talk a little bit about that and how to do that.
8910920	8914920	Those are the ones that need to be done with your syllabus and grades.
8914920	8921920	Program level, that's what we've worked on on Monday, okay, and the IBP
8921920	8926920	instructional vitality process when we set our TAP plans, and then also at the
8926920	8932920	college level, the institutional level, we make the advisors, financial aid
8932920	8935920	office, everyone works through that.
8935920	8941920	I need to update this slide because I know that one in October and stuff.
8941920	8944920	So that's the culture of assessment on there.
8944920	8952920	We also have our culture of, as you see here, these are two very similar cycles,
8952920	8953920	and they kind of fit together.
8953920	8959920	That's the culture of learning and the assessment cycle.
8959920	8964920	So typically when we have learning, okay, we have our health TAP form.
8964920	8967920	We're going to set our goals from those.
8967920	8968920	We're going to carry out the plan.
8968920	8970920	We're going to say did it work?
8970920	8971920	We're going to use the results.
8971920	8974920	We're going to keep doing this year after year.
8974920	8980920	We're going to document it, which is if you take those words and actually
8980920	8984920	replace them with assessment words, you're going to see that we start by
8984920	8987920	we establish criteria for success.
8987920	8991920	We're going to provide the programs and services.
8991920	8993920	We're going to determine their effectiveness.
8993920	8998920	We're going to use those results for improvement, and we're going to document it.
8998920	8999920	Okay.
8999920	9005920	Now, ultimately, this all, why do we do this?
9005920	9010920	We do this for the idea of continual improvement.
9010920	9013920	We want to improve and get better.
9013920	9018920	And some people ask, well, why do we have to document it the way that we have to document it?
9018920	9027920	And we have to document it the way that we do because HLC tells us to, right?
9027920	9037920	We have to prove to HLC that we are assessing, that we are using the data
9037920	9042920	from those assessment processes to make changes, to improve.
9042920	9048920	Now, the way that we do it here on Southwest Campus is how we choose to do it.
9048920	9051920	A different college is going to assess in different ways.
9051920	9054920	If you came from a different college, you know that.
9054920	9057920	Or if you go to work for a different college, you will see that.
9057920	9058920	Okay.
9058920	9065920	But overall, HLC tells us you have to prove to us that you're assessing your students.
9065920	9068920	Okay.
9068920	9074920	And so that's why we do these things.
9074920	9086920	And a lot of this, what we have in place today is a result of the not good review we had 10 years ago.
9086920	9087920	Okay.
9087920	9098920	And so we went from a not good review 10 years ago to where now we get asked to talk about our assessment processes at college conferences.
9098920	9101920	And people want to know what we're doing because it works.
9101920	9102920	Okay.
9102920	9105920	So where do you find the data?
9105920	9106920	All right.
9106920	9109920	So get your computers out.
9109920	9111920	Those of you online, you can play along too.
9111920	9118920	But some of you, this is going to be familiar because we just did some of this on Monday, the IVP day.
9118920	9119920	The IVP day.
9119920	9136920	But the one place to do it is actually, just remember, is on the hub.
9136920	9139920	On the hub, you go to college effectiveness.
9139920	9140920	Okay.
9140920	9143920	Any time you think of data, think of college effectiveness.
9143920	9146920	Anything data related to college effectiveness.
9146920	9148920	You can go to college effectiveness.
9148920	9156920	And a couple different places.
9156920	9158920	Okay.
9158920	9162920	First place to start is you're going to go to the data store.
9162920	9172920	In the data store, this is where in adult education, I'm not quite sure how this works for you guys.
9172920	9177920	And on the data store, you will see a list of programs.
9177920	9187920	So, Austin probably played with like Electromech programs, so I don't think the automation has one yet.
9187920	9192920	So if you just click on your program, you can see it's by school year.
9192920	9195920	So definitely here we have three years.
9195920	9206920	And in there, you're going to see what's called your program review report, your PRR.
9206920	9219920	And that is your PRR, your program review report.
9219920	9226920	And in this program review report, what we do is in August.
9226920	9229920	So I know, were you here in August?
9229920	9230920	Yes.
9230920	9231920	Okay.
9231920	9234920	And I know Lauren's been through two of them.
9234920	9237920	And Kylie, you will go through your first one next August.
9237920	9238920	Okay.
9238920	9248920	So in August, the program faculty get together and they review all this data.
9248920	9250920	And it's put together.
9250920	9253920	And you can see it's broken down here.
9268920	9279920	It's broken down into different areas.
9279920	9280920	Okay.
9280920	9290920	And you can use the information from here to provide, to answer questions about your program.
9290920	9309920	So this is important.
9309920	9313920	I'm going to show you what they used to look like.
9313920	9317920	So they used to look like this.
9317920	9321920	The data used to be specifically built into the program report.
9321920	9324920	So you could see this was last year's, right?
9324920	9325920	The data comes out.
9325920	9328920	We look right at our FTEs.
9328920	9332920	We look at our race, race and ethnicity.
9332920	9333920	And it goes all the way down.
9333920	9338920	It even breaks things down by program courses.
9338920	9341920	We see here program courses.
9341920	9345920	One thing I like about this is it's color coded.
9345920	9346920	Okay.
9346920	9351920	Which makes it, I think, very user friendly.
9351920	9352920	Okay.
9352920	9358920	Because if you see anything in red, that means, right?
9358920	9359920	Okay.
9359920	9362920	So you can see anything in red.
9362920	9368920	You know, we didn't have very well-studied performance in those courses.
9368920	9374920	And so we can look and then typically you want to look and see, okay, maybe classes where students
9374920	9379920	and students performed poorly, red or yellow, not very good.
9379920	9383920	What can we do to improve those scores?
9383920	9389920	So this is our program review report and it has all kinds of good stuff in it.
9389920	9394920	However, things have changed a little bit.
9394920	9401920	And now instead of all coming in the program review report,
9401920	9408920	it is actually on the dashboard.
9408920	9414920	So again, here in the college effectiveness dashboard,
9414920	9423920	the information that used to be in the program review report is out here on the dashboard.
9423920	9426920	So you can go and you can look for it yourself.
9426920	9428920	And you're going to have to do some building.
9428920	9432920	So let's, for example, focus on course completion rate.
9432920	9437920	So I'm going to click on course completion.
9437920	9459920	Should have permission to view it.
9459920	9469920	Okay, so it's asking us on me.
9469920	9478920	So what through Power BI, you have, if anyone can get in, great.
9478920	9481920	Because obviously I, are you nodding your head?
9481920	9483920	You're having issues too.
9483920	9496920	Okay.
9496920	9506920	So anyways, if you go to the college effectiveness dashboard on there,
9506920	9511920	you will see a lot of those categories that are in the program review report.
9511920	9521920	So if I go back to.
9521920	9525920	I go back to the program review report here.
9525920	9531920	In this section, right, where it talks about labor market,
9531920	9535920	like where it goes on here and talks about labor market data.
9535920	9539920	You can all that data is found on the dashboard.
9539920	9542920	Okay.
9542920	9544920	Program review data.
9544920	9549920	We review gender retention and graduation rates.
9549920	9553920	All those are on the dashboard.
9553920	9559920	So you can go out to the dashboard and you can find that information.
9559920	9563920	And we fill this out in August.
9563920	9569920	And we do this as a college and on your, your teams.
9569920	9571920	Okay. And we kind of guide you through it.
9571920	9573920	And we really want you to take the time.
9573920	9576920	This is what we call, we talked about it on Wednesday.
9576920	9580920	This is part of our program review process on campus.
9580920	9581920	Okay.
9581920	9585920	How do we know that our programs are doing good?
9585920	9588920	Where do I need to make changes?
9588920	9589920	Okay.
9589920	9594920	And so until this is where, so this is what we do.
9594920	9599920	And from here, we typically set a tap clean.
9599920	9606920	And one of those tab plans every year will always be associated with strengthen student learning.
9606920	9611920	We really want to.
9611920	9616920	We really want to, how are we going to strengthen student learning here on campus?
9616920	9620920	And in our program, what are we going to do to make those students better?
9620920	9625920	And so that's why in the assessment.
9625920	9630920	You can, here's mine.
9630920	9633920	Strengthen student learning.
9633920	9637920	This is the strength and started learning.
9637920	9641920	This is our agribusiness one.
9641920	9644920	This year, we're really focusing on trends and topics.
9644920	9649920	The program outcome of trends and topics and understanding what's going on.
9649920	9654920	So you can see here all this data that we have came from the dashboard.
9654920	9660920	And focusing on what we're going to do, the action and improvement.
9660920	9667920	And they're going to have the specific what is going to be titled and how we're going to work through it.
9667920	9673920	So all this decision on how to focus on that came from the program dashboard.
9673920	9681920	Does anyone have any questions so far?
9681920	9685920	So that's program review report.
9685920	9688920	You also have to assess your courses.
9688920	9694920	So when you're in here and you're going to do your course assessments, this is what we're focusing on right now.
9694920	9713920	How do you determine in each individual course what you're going to maybe.
9714920	9720920	Does anybody have any questions on how to find their program review report and we're looking through it.
9720920	9728920	So the college effectiveness team gets that dashboard updated, gets those reports ready for us to look through.
9728920	9730920	That's what they're doing during the summer.
9730920	9733920	And then we come back and we look through it.
9733920	9738920	So where do you find data on Schoology?
9738920	9743920	I'm going to kind of show you this before I walk into Schoology and do this.
9743920	9747920	But there's a couple different ways to view the statistics.
9747920	9753920	And this is what I use when I'm putting in my course assessment.
9753920	9759920	I can look here and I can say, OK, I know what the average score was.
9759920	9761920	It calculates it right for me.
9761920	9765920	So I know that I want to work on raising that average score maybe.
9765920	9776920	Sometimes if I'm saying the students need to, a specific number of students reached toward 70 percent or better, then I have to calculate that.
9776920	9785920	So on Schoology to find that.
9785920	9789920	I'm going to go back to our course.
9789920	9797920	There's a couple different ways to do this.
9797920	9810920	So, first of all, if you go to the grade book and you have like the sample assignment here,
9810920	9817920	if I click the three dots next to that and scroll down, one of the options there is to view statistics.
9817920	9820920	That's where this box will pop up.
9820920	9827920	And that will tell you what the highest grade was, what the lowest grade was, what the average was.
9827920	9832920	So that's one way to get there.
9832920	9854920	The other way is if you have the sample assignment itself open, you will notice these icons in the upper right hand corner, there's the little graph one.
9854920	9863920	If you click on that, that view stats, that brings the same screen up.
9863920	9888920	If you are in a test, the same thing, you have stats, you can view that and it will give you the same score there.
9888920	9895920	So that's how you can easily view view stats for course assessments.
9895920	9905920	So if we go back to the hub assessment and you're doing your course assessment,
9905920	9914920	this is what, if you click to my course assessment, you're going to come to a screen that says instructor view.
9914920	9919920	Send email out earlier in the week right now, you probably aren't seeing your classes there.
9919920	9921920	You'll have to find them under all items.
9921920	9933920	But if you want to look back, specifically new instructors who are teaching a class for the first time on campus, you're like, what did a person do before?
9933920	9940920	If you're in this course assessment area and you click on all items, notice what do you see?
9940920	9942920	All kinds of things.
9942920	9950920	So you can go back to the term and you can filter by all the way back to fall 24, 25 to bring up.
9950920	9960920	So Kylie, you could filter back to last spring and see what the instructors taught the class last spring had in there regarding their course assessment.
9961920	9968920	So I'm going to go ahead and I'm going to fall 25, 26.
9977920	9982920	So here's my plant and soil science from the fall.
9982920	9988920	So once you find it and you open it, it will look like this.
9988920	9993920	And you have to click edit item to actually edit.
9993920	9999920	This page here should be filled in for you on the course information.
9999920	10010920	When you get to the assessment page, what you're going to do here is you're going to, again, when you're in the edit mode,
10010920	10014920	notice when you're in the edit mode, it says beginning of semester and end of semester.
10014920	10018920	This tab you're going to do when you create your syllabuses.
10018920	10022920	This tab you're going to do when you submit your grades.
10022920	10026920	Does that make sense?
10026920	10030920	Can you help me monitor the chat?
10030920	10035920	Just see if anybody puts anything in there because I'm like in my group here.
10036920	10046920	So the beginning semester tab, one thing to notice, and this is dealing with the whole thing, is this plain text.
10046920	10049920	So try not to, if you're copying and pasting, be careful.
10049920	10055920	Assessed by, you can put your name in there, date assessed.
10055920	10059920	This can be the actual physical date that you do the assessment.
10059920	10062920	This can be the last day of the semester.
10062920	10065920	It can go either way.
10065920	10070920	And then how are you going to assess it, which is the class.
10070920	10071920	All right.
10071920	10076920	So what was my assessment activity?
10076920	10080920	So the assessment activity was the plant structures test.
10080920	10083920	How did I determine I want to work on plant structures?
10083920	10089920	Well, when reviewing the scores on the assessment, students seem to be struggling.
10089920	10090920	Okay.
10090920	10091920	Here's the average.
10091920	10097920	Here are the average scores of the three sections I taught that class in.
10097920	10099920	Kind of a wide range.
10099920	10100920	Right.
10100920	10104920	So I want to do something to prove that.
10104920	10107920	Okay.
10107920	10112920	And that the structures are related to the course competency.
10112920	10114920	Explain nutrient and water.
10114920	10118920	You will notice here that it does give you the option to choose a core ability.
10118920	10119920	Okay.
10119920	10122920	For course assessments, do not choose a core ability.
10122920	10123920	Okay.
10123920	10126920	Choose a course competency.
10126920	10131920	You're going to pull this course competency from your syllabus, from the course outcome
10131920	10132920	summary in WIDS.
10132920	10133920	Okay.
10133920	10143920	The reason you want to assess a course competency over a core ability is the purpose of these
10143920	10152920	courses are to determine if the students are learning and mastering those course competencies.
10152920	10153920	Okay.
10153920	10155920	Are core abilities important?
10155920	10156920	Yeah.
10156920	10158920	We can assess them different ways.
10158920	10159920	Okay.
10159920	10166920	But if we're assessing a core ability in a course, is that really helping us determine
10166920	10168920	if they're meeting that course competency?
10168920	10169920	No.
10169920	10170920	Lauren's like no.
10170920	10171920	Right.
10171920	10174920	The point is we want them to meet a course competency.
10174920	10177920	You want to make sure that you're filling a course competency out.
10177920	10183920	So this one is related to explain nutrient and water movement and plans.
10183920	10187920	I'm going to, I set the score, I want them to get at least 80.
10187920	10191920	When you say the standard for student success, you want them to get, I'm saying I want my
10191920	10194920	students to score at least 80%.
10194920	10201920	The cohort quality objective is I want 85% of my students to meet that.
10201920	10202920	How am I going to do that?
10202920	10205920	I was going to have students draw and label more parts.
10205920	10210920	I was going to review and practice using the models that we have.
10210920	10211920	Okay.
10211920	10218920	Then when I go over to follow up, notice that some things transfer from the beginning of
10218920	10222920	semester tab to the end of semester tab so you don't have to go back and forth.
10222920	10223920	What was I going to do?
10223920	10224920	It's there.
10224920	10227920	I was going to use the test.
10227920	10229920	What were my scores?
10229920	10230920	Okay.
10230920	10232920	So this is what I put in here.
10232920	10233920	Okay.
10233920	10241920	I said that 10 out of 17 or 59% met the goal, 4 out of 17 students failed the test.
10241920	10242920	I did horrible.
10242920	10243920	Right.
10243920	10244920	I didn't meet my goal.
10244920	10245920	You know what?
10245920	10248920	It's okay.
10248920	10253920	This don't feel like this goal has to be met.
10253920	10254920	Okay.
10254920	10257920	Because every group of students is different.
10257920	10266920	Things might happen and sometimes it just doesn't work out and you learn from that.
10266920	10268920	You're going to continue to improve.
10268920	10271920	So it's okay to not meet the goal here.
10271920	10277920	And sometimes if you have extenuating circumstances that really cause these numbers to be low.
10277920	10281920	So let's say I heard Kylie say she had a class of six.
10281920	10282920	Right.
10282920	10283920	Okay.
10283920	10284920	So she has a class of six.
10284920	10285920	Okay.
10285920	10292920	If for some reason let's say two of them pretty much stopped coming to class and she has four
10292920	10299920	that ultimately are successful but they have you have two that end up like quote unquote
10299920	10304920	family assessment because they stopped coming to class but they didn't officially draft
10304920	10305920	the class.
10305920	10307920	Her number is going to look really bad.
10307920	10308920	Yes.
10308920	10313920	So what you could do then in that circumstance and I have done that is you could say results.
10313920	10314920	Okay.
10314920	10317920	This is the number of students in the class.
10317920	10321920	However two students stopped coming to class.
10321920	10328920	So of the four that took the assignment I had a hundred percent meet my goal.
10328920	10329920	Okay.
10330920	10339920	So it's okay to explain extenuating circumstances here because it helps understand that yeah
10339920	10345920	okay maybe the numbers look poor based on the true data set but when you actually look
10345920	10351920	at truly took the assessment you can adjust that.
10351920	10354920	Follow up.
10354920	10356920	Class structures continue to be a struggle.
10356920	10357920	I will work on this again next year.
10357920	10360920	Something different type of assessment.
10360920	10364920	So I know I have the data up here to use next year.
10364920	10373920	Something else I tend to do.
10373920	10374920	I find this help.
10374920	10379920	This really helps me out.
10379920	10380920	Okay.
10380920	10381920	So right here.
10381920	10384920	This is my meet quality class from this fall.
10384920	10386920	Okay.
10386920	10397920	To avoid having to go back and look at Schoology data in August to determine what I want to
10397920	10403920	work on for course assessment I look at it and kind of make that decision when I'm closing
10403920	10408920	out this year and I put that information down here in the follow up.
10408920	10414920	So I say here I say calculating strength was an error that students were weak on this year.
10414920	10419920	Average score on this string worksheet was eighty one point ninety four percent.
10419920	10420920	Okay.
10420920	10425920	So now come August all I'm going to do I'm not going to go back into Schoology try to
10425920	10428920	figure out my data and which what I want to work on.
10428920	10431920	I already know I want to work on a string.
10431920	10435920	I already know the data that I want to improve.
10435920	10439920	I can just pull it from this and put it in that one.
10439920	10440920	Okay.
10440920	10442920	And so that makes it very easy.
10442920	10458920	So for example clothes we go back to I go back to last spring spring of twenty four
10458920	10465920	twenty five and I look at ration balancing and recursion.
10465920	10468920	I look in the follow up.
10468920	10469920	Okay.
10469920	10474920	Right here is what I'm going to use to put in my course assessment this afternoon or
10474920	10477920	Monday morning for that class.
10477920	10478920	Okay.
10478920	10480920	I already got it figured out.
10480920	10481920	Okay.
10481920	10485920	Struggle with we continue to struggle with speed ID.
10485920	10488920	The average score was ninety.
10488920	10497920	And I want to get that up to ninety five.
10497920	10499920	So right here is my data.
10499920	10502920	I already got what I'm going to do for next year.
10502920	10503920	Okay.
10503920	10506920	So this is again this is what I do to make it easier.
10506920	10508920	You don't have to do that.
10508920	10512920	You might find your own unique way to do that.
10512920	10513920	Okay.
10513920	10516920	Questions on on that.
10516920	10517920	Okay.
10517920	10523920	Any questions from people online.
10523920	10532920	Next thing I want to talk about is technical skill attainment.
10532920	10533920	Okay.
10533920	10543920	And technical skill attainment is something is this is what the technical college system
10543920	10550920	is to determine if our students have met the skills that we need that we want them
10550920	10551920	to.
10551920	10552920	Okay.
10552920	10556920	And this is what I say when we want this to be assessed as near the end of the program
10556920	10558920	as possible.
10558920	10562920	And we do this through the mastery bridges.
10562920	10565920	You heard Lisa talk about this on Tuesday.
10565920	10569920	Some of you have been meeting with adjuncts.
10570920	10576920	The main program instructors do this but they may be working with you on this if a skill
10576920	10579920	is tied to your class.
10579920	10587920	And so so lately we do this thing as we call building bridges between schoology to help
10587920	10588920	us track.
10588920	10592920	So I was telling you we had those capstone classes.
10592920	10596920	So here's the capstone project for animal science.
10596920	10601920	And this is the mastery bridge kind of rubric what it ultimately looks like in schoology
10601920	10602920	for animal science.
10602920	10608920	And you can see all the all the program outcomes are up there.
10614920	10615920	Okay.
10615920	10623920	Um are tied up here.
10623920	10634920	We've got a tie to the to the rubric and the capstone to our right into the right into
10634920	10636920	the schoology assignment.
10636920	10644920	And then ultimately when you put it in there this is what you see in schoology.
10644920	10646920	When you see the results.
10646920	10652920	But you can see we have the course competencies course objectives across the top.
10652920	10660920	And then you can see how the students did in each one of those those areas.
10660920	10667920	One thing we have I have noticed I mean you can see we got a couple of couple of these.
10667920	10676920	One thing I have noticed is that if for some reason a student and their capstone project
10676920	10683920	tends to leaves out a section in the they just decide they're not going to do for us
10683920	10691920	we have a section that's tied to some of our outcomes related to like professional development
10691920	10696920	and they have to like write their like career like their next five year goals like choose
10696920	10701920	a or an agricultural organization like Farm Bureau o'cadamons that they're going to get
10701920	10702920	involved in.
10702920	10705920	But for some reason they tend to blow that off.
10705920	10706920	Okay.
10706920	10709920	And they get they get a poor score on that.
10709920	10714920	It's going to show that they didn't beat that that that TSA.
10714920	10718920	But you know that's just how how it works.
10718920	10724920	We kind of know in our head maybe the student did in some of those areas depending on how
10724920	10725920	they did that.
10725920	10729920	But you can see there kind of how the performance was.
10729920	10733920	And so again this is all what is reported then to the state.
10733920	10735920	And there's another question.
10748920	10759920	So so that's kind of what it looks like.
10759920	10774920	So ultimately let me see.
10774920	10794920	So here's that capstone project.
10794920	10799920	So when I look it up here's here's the rubric that we've worked with.
10799920	10806920	Lisa and Tyler's the gentleman that was here before Tyler to put this rubric together.
10806920	10809920	And it's a three to one just the TSA score.
10809920	10818920	And here we can see all our program outcomes and objectives and how and then we tie them
10818920	10821920	to our to our capstone project.
10821920	10824920	And then that puts together I'm not going to click on this because I don't want to things
10824920	10826920	to potentially pop up.
10826920	10832920	But then that will give us from that completing that you eventually will get something that
10832920	10836920	works looks like this down here to show that.
10836920	10837920	Right.
10837920	10839920	Any questions on TSA.
10839920	10844920	This is usually done in May at the end of the academic year.
10844920	10849920	And Lisa Riley in the same way as person she's the one that handles that.
10849920	10860920	So direct anything related to TSA to questions on any of that stuff.
10860920	10867920	As you are working through course assessments for the first time or even not the first time.
10867920	10873920	And if you're struggling with them if you're lost please reach out to your mentor please
10873920	10878920	reach out to other people in your department to see if they can help you or reach out to me.
10878920	10879920	OK.
10879920	10885920	I'm willing to sit down with you one on one and walk you through and help you get comfortable
10885920	10888920	and filling out those course assessments.
10888920	10889920	OK.
10889920	10892920	So if you want help with them and you're not going to have them done by Monday you know
10892920	10894920	what.
10894920	10895920	OK.
10895920	10896920	Say Christina I need help.
10896920	10899920	I want to make sure that these are done right.
10899920	10902920	We'll schedule some time in the next couple of weeks and we'll get it done.
10902920	10903920	OK.
10903920	10905920	And if you're on the naughty list it'll be fine.
10905920	10906920	OK.
10906920	10909920	Because you can say hey I definitely was proceeding a little work.
10909920	10913920	I'm probably going to be the one that pulls the list anyway.
10913920	10914920	OK.
10914920	10919920	So so know that that is is an option.
10919920	10921920	All right.
10921920	10924920	Any questions on anything.
10924920	10927920	We went through a lot.
10927920	10928920	Quite a lot.
10928920	10932920	So we're going to work on wrapping up here.
10932920	10935920	OK.
10935920	10945920	So what I want you to do is so we really focus on performance based curriculum to guide learning
10945920	10952920	formative and summative assessments decision making using data and communicating.
10952920	10953920	OK.
10953920	10957920	We could easily go more in depth on any of those.
10958920	10963920	Again these are all great ideas to work on forming or finding information and doing
10963920	10965920	professional development.
10965920	10976920	So what I want you to do now as we get ready to as we wrap up here is in that in strategy
10976920	10979920	and everyone should have access to it.
10979920	10983920	This course survey here you need to take that that's for HR purposes.
10983920	10988920	But in the coursework section at the very end there's something that says end of course
10988920	10989920	take away.
10989920	10996920	So what I want you to do some people put comments in.
10996920	10999920	So you can do you can don't try not to use the comments part.
10999920	11003920	You should be going to have submissions.
11003920	11005920	Right.
11005920	11010920	You should be able to submit just type in the submission section like you were like you
11010920	11020920	were our student and just put in there the what's what's one take away from today.
11020920	11022920	What is something that you learn today.
11022920	11028920	This is how I'm assessing your learning day making it a very simple assessment.
11028920	11034920	What is one thing you learn today that you're going to implement or that you want to learn
11034920	11039920	more about or that's going to that you're going to you're going to put to work.
11039920	11040920	OK.
11040920	11042920	And so with that I'm doing good.
11042920	11045920	I said I said mental gold noon.
11045920	11046920	I got everybody out here.
11046920	11053920	I need to get you throw something in your stomach and you'll meet people at 1230.
11053920	11054920	Right.
11054920	11058920	So stop sharing.
11058920	11062920	Those of you online any questions as to what you're doing.
11062920	11068920	So once you if you have any questions online just feel free to ask otherwise go into Schoology
11068920	11073920	submit your tell me what you're going to what you learn what you're going to work on.
11073920	11079920	And thank you all for listening joining us online today.
11079920	11085920	And as you finish up submission you can you can log off.
11085920	11091920	Reach out to me at any time if you have questions.
11091920	11097920	Same.
11097920	11113920	Of course that assessment.
11113920	11117920	Did you say you wanted us to add it as a comment or not.
11117920	11118920	I'm sorry.
11118920	11121920	On the coursework.
11121920	11127920	Don't use don't use the comment section you just use it a submission like you would an assignment like you were a student.
11127920	11128920	OK.
11128920	11129920	All right.
11129920	11130920	Thank you.
11130920	11134920	Yeah.
11134920	11136920	I'm sorry.
11136920	11137920	I don't know how to do that.
11137920	11138920	I don't know how to do that.
11138920	11146920	How do I submit us assignment on Schoology.
11146920	11147920	One second Jennifer.
11147920	11148920	OK.
11148920	11151920	Thank you.
11151920	11157920	It's making me I want to just submit an assignment you just have to put it into a word deck or something.
11157920	11171920	OK.
11171920	11182920	So in Schoology and and this is you know those ones that are looking for new are looking at new somewhere over here.
11182920	11186920	You should say it should be like create submission or whatever.
11186920	11187920	Submit assignment.
11187920	11191920	It says if you click on that.
11191920	11201920	You will have the option to you can either upload a Word document or there should be like an area in there that you can just type.
11201920	11205920	This is what some as I've been watching some of the new LMS is on campus this week.
11205920	11212920	We have the option to you can make it a U.S. student so that I can show you specifically what it looks like.
11212920	11214920	Does that help you.
11214920	11215920	I think so.
11215920	11218920	I'm looking now.
11218920	11223920	If you click the middle box you can type in your response and then submit it.
